STABILITY EVALUATION SUMMARY
==================================================

Features: eda_raw, heart_rate
Successful runs: 201
Failed seeds: None

ACCURACY:
Mean: 0.7238
Std: 0.0300
Range: 0.6435 - 0.8006
Coefficient of Variation: 0.0415

LOSS:
Mean: 0.5575
Std: 0.0426

RUNS:
------------------------------
Run 99 (seed 98): Accuracy=0.7481, Loss=0.5297
Run 100 (seed 99): Accuracy=0.7091, Loss=0.5669
Run 101 (seed 100): Accuracy=0.7617, Loss=0.5037
Run 102 (seed 101): Accuracy=0.7184, Loss=0.5656
Run 103 (seed 102): Accuracy=0.7349, Loss=0.5383
Run 104 (seed 103): Accuracy=0.6945, Loss=0.6064
Run 105 (seed 104): Accuracy=0.7290, Loss=0.5552
Run 106 (seed 105): Accuracy=0.7753, Loss=0.4818
Run 107 (seed 106): Accuracy=0.7429, Loss=0.5166
Run 108 (seed 107): Accuracy=0.6714, Loss=0.6234
Run 109 (seed 108): Accuracy=0.6715, Loss=0.6029
Run 110 (seed 109): Accuracy=0.7362, Loss=0.5638
Run 111 (seed 110): Accuracy=0.7578, Loss=0.5223
Run 112 (seed 111): Accuracy=0.7232, Loss=0.5597
Run 113 (seed 112): Accuracy=0.6764, Loss=0.5963
Run 114 (seed 113): Accuracy=0.7268, Loss=0.5814
Run 115 (seed 114): Accuracy=0.7121, Loss=0.5712
Run 116 (seed 115): Accuracy=0.7295, Loss=0.5606
Run 117 (seed 116): Accuracy=0.7647, Loss=0.4942
Run 118 (seed 117): Accuracy=0.6988, Loss=0.6191
Run 119 (seed 118): Accuracy=0.7219, Loss=0.5806
Run 120 (seed 119): Accuracy=0.7434, Loss=0.5176
Run 121 (seed 120): Accuracy=0.7419, Loss=0.5706
Run 122 (seed 121): Accuracy=0.6672, Loss=0.6003
Run 123 (seed 122): Accuracy=0.7162, Loss=0.5938
Run 124 (seed 123): Accuracy=0.7461, Loss=0.5497
Run 125 (seed 124): Accuracy=0.7104, Loss=0.5636
Run 126 (seed 125): Accuracy=0.7078, Loss=0.5741
Run 127 (seed 126): Accuracy=0.6973, Loss=0.6005
Run 128 (seed 127): Accuracy=0.7664, Loss=0.5025
Run 129 (seed 128): Accuracy=0.7306, Loss=0.5408
Run 130 (seed 129): Accuracy=0.7462, Loss=0.5487
Run 131 (seed 130): Accuracy=0.7508, Loss=0.5124
Run 132 (seed 131): Accuracy=0.7243, Loss=0.5415
Run 133 (seed 132): Accuracy=0.7226, Loss=0.5709
Run 134 (seed 133): Accuracy=0.7481, Loss=0.5218
Run 135 (seed 134): Accuracy=0.7832, Loss=0.4644
Run 136 (seed 135): Accuracy=0.7346, Loss=0.5416
Run 137 (seed 136): Accuracy=0.7415, Loss=0.5634
Run 138 (seed 137): Accuracy=0.6850, Loss=0.6015
Run 139 (seed 138): Accuracy=0.6935, Loss=0.6118
Run 140 (seed 139): Accuracy=0.7531, Loss=0.5120
Run 141 (seed 140): Accuracy=0.7568, Loss=0.5090
Run 142 (seed 141): Accuracy=0.7246, Loss=0.5616
Run 143 (seed 142): Accuracy=0.6885, Loss=0.5948
Run 144 (seed 143): Accuracy=0.7840, Loss=0.4846
Run 145 (seed 144): Accuracy=0.6829, Loss=0.6319
Run 146 (seed 145): Accuracy=0.7397, Loss=0.5158
Run 147 (seed 146): Accuracy=0.6851, Loss=0.5858
Run 148 (seed 147): Accuracy=0.7196, Loss=0.5397
Run 149 (seed 148): Accuracy=0.7397, Loss=0.5440
Run 150 (seed 149): Accuracy=0.7620, Loss=0.5118
Run 151 (seed 150): Accuracy=0.7050, Loss=0.5568
Run 152 (seed 151): Accuracy=0.6840, Loss=0.6288
Run 153 (seed 152): Accuracy=0.7345, Loss=0.5184
Run 154 (seed 153): Accuracy=0.7556, Loss=0.5254
Run 155 (seed 154): Accuracy=0.7230, Loss=0.5594
Run 156 (seed 155): Accuracy=0.7085, Loss=0.5641
Run 157 (seed 156): Accuracy=0.7623, Loss=0.5236
Run 158 (seed 157): Accuracy=0.7861, Loss=0.4902
Run 159 (seed 158): Accuracy=0.7081, Loss=0.6104
Run 160 (seed 159): Accuracy=0.7119, Loss=0.5676
Run 161 (seed 160): Accuracy=0.6951, Loss=0.5988
Run 162 (seed 161): Accuracy=0.6900, Loss=0.5796
Run 163 (seed 162): Accuracy=0.7179, Loss=0.5721
Run 164 (seed 163): Accuracy=0.7496, Loss=0.5272
Run 165 (seed 164): Accuracy=0.7283, Loss=0.5406
Run 166 (seed 165): Accuracy=0.7190, Loss=0.5541
Run 167 (seed 166): Accuracy=0.7461, Loss=0.5345
Run 168 (seed 167): Accuracy=0.6962, Loss=0.6158
Run 169 (seed 168): Accuracy=0.7017, Loss=0.5790
Run 170 (seed 169): Accuracy=0.6966, Loss=0.5686
Run 171 (seed 170): Accuracy=0.7473, Loss=0.5503
Run 172 (seed 171): Accuracy=0.7110, Loss=0.5728
Run 173 (seed 172): Accuracy=0.7959, Loss=0.4612
Run 174 (seed 173): Accuracy=0.7664, Loss=0.4972
Run 175 (seed 174): Accuracy=0.6816, Loss=0.5901
Run 176 (seed 175): Accuracy=0.6775, Loss=0.6489
Run 177 (seed 176): Accuracy=0.7129, Loss=0.5778
Run 178 (seed 177): Accuracy=0.6602, Loss=0.6619
Run 179 (seed 178): Accuracy=0.6891, Loss=0.5942
Run 180 (seed 179): Accuracy=0.7163, Loss=0.5554
Run 181 (seed 180): Accuracy=0.7020, Loss=0.5954
Run 182 (seed 181): Accuracy=0.6969, Loss=0.6367
Run 183 (seed 182): Accuracy=0.7304, Loss=0.5382
Run 184 (seed 183): Accuracy=0.6737, Loss=0.6307
Run 185 (seed 184): Accuracy=0.6981, Loss=0.5830
Run 186 (seed 185): Accuracy=0.7020, Loss=0.5763
Run 187 (seed 186): Accuracy=0.7008, Loss=0.5878
Run 188 (seed 187): Accuracy=0.7872, Loss=0.4696
Run 189 (seed 188): Accuracy=0.7449, Loss=0.5265
Run 190 (seed 189): Accuracy=0.6831, Loss=0.6017
Run 191 (seed 190): Accuracy=0.7466, Loss=0.5387
Run 192 (seed 191): Accuracy=0.7080, Loss=0.5681
Run 193 (seed 192): Accuracy=0.7758, Loss=0.4953
Run 194 (seed 193): Accuracy=0.8006, Loss=0.4675
Run 195 (seed 194): Accuracy=0.7049, Loss=0.5677
Run 196 (seed 195): Accuracy=0.7168, Loss=0.5788
Run 197 (seed 196): Accuracy=0.6435, Loss=0.6590
Run 198 (seed 197): Accuracy=0.7321, Loss=0.5507
Run 199 (seed 198): Accuracy=0.7421, Loss=0.5283
Run 200 (seed 199): Accuracy=0.6910, Loss=0.5810
Run 201 (seed 200): Accuracy=0.7098, Loss=0.5718
